Sp_004900.bin 1.00052 0.000378779 -0.0029683 -0.00177777 11.3386 11.5008 11.1498 2.13375 1.26693e-05 -7.90579e-05 -1.04668e-05 0.241443 0.240857 0.24199 0.304383 -1.27529 -0.758526 0.245145
Sp_004950.bin 1.00052 0.000382536 -0.0030226 -0.00179001 11.3431 11.5054 11.1541 2.12957 -2.32486e-06 -5.72336e-05 -2.1329e-05 0.241248 0.240616 0.241549 0.304746 -1.28021 -0.564265 0.596704
Sp_005000.bin 1.00052 0.000376734 -0.00306185 -0.0018121 11.3476 11.51 11.1584 2.1219 -1.09115e-05 -4.15526e-05 -3.13954e-05 0.240242 0.240917 0.241566 0.304122 -1.19519 -0.324513 0.911808
Sp_005050.bin 1.00052 0.000363766 -0.00308657 -0.00183813 11.3522 11.5146 11.1627 2.12119 -2.2718e-05 -2.22159e-05 -3.31658e-05 0.239943 0.241187 0.241341 0.303271 -1.02591 -0.0565457 1.16513
Sp_005100.bin 1.00052 0.000341535 -0.00310003 -0.00186627 11.3567 11.5193 11.1671 2.12239 -3.13561e-05 -1.21587e-05 -3.75604e-05 0.239793 0.240998 0.242247 0.303835 -0.782648 0.217968 1.3368
Sp_005150.bin 1.00052 0.000316365 -0.00310757 -0.00189634 11.3612 11.524 11.1716 2.12348 -2.94123e-05 -6.96675e-06 -3.46908e-05 0.240351 0.241653 0.242422 0.304695 -0.482577 0.480189 1.4139
Sp_005200.bin 1.00052 0.000297221 -0.00311085 -0.00192155 11.3658 11.5288 11.1761 2.12846 -1.82962e-05 -5.47454e-07 -2.92464e-05 0.241362 0.242435 0.242319 0.305879 -0.149552 0.710733 1.39098
Sp_005250.bin 1.00052 0.000287645 -0.00311096 -0.00194552 11.3703 11.5336 11.1806 2.12462 -6.63379e-06 -3.36128e-06 -3.2841e-05 0.242511 0.242234 0.242371 0.306062 0.192377 0.891594 1.27023
Sp_005300.bin 1.00052 0.000284434 -0.00311766 -0.00197494 11.3749 11.5385 11.1852 2.13402 -2.33943e-06 -1.29578e-05 -4.03049e-05 0.242721 0.242771 0.241621 0.306774 0.518218 1.01206 1.06128
Sp_005350.bin 1.00052 0.000283671 -0.00312957 -0.00200968 11.3796 11.5434 11.1899 2.14186 -6.08159e-07 -1.46586e-05 -4.67958e-05 0.242199 0.241878 0.241341 0.304759 0.806734 1.06352 0.780437
Sp_005400.bin 1.00052 0.000278606 -0.00313899 -0.00205058 11.3842 11.5484 11.1945 2.12831 -1.35576e-05 -1.00222e-05 -5.65821e-05 0.24091 0.24205 0.241689 0.30432 1.03743 1.04449 0.448726
Sp_005450.bin 1.00052 0.000261601 -0.00314737 -0.00210029 11.3889 11.5533 11.1993 2.12361 -2.84382e-05 -1.05882e-05 -6.79803e-05 0.241154 0.242065 0.242319 0.30525 1.19291 0.954761 0.0890439
Sp_005500.bin 1.00052 0.000230416 -0.00315697 -0.00215907 11.3937 11.5583 11.2041 2.1315 -4.94574e-05 -1.56326e-05 -7.60292e-05 0.240724 0.241394 0.241428 0.303215 1.26263 0.80099 -0.27182
Sp_005550.bin 1.00052 0.000184923 -0.00317094 -0.00221824 11.3984 11.5634 11.2089 2.13366 -6.0585e-05 -1.46365e-05 -7.16687e-05 0.241071 0.241629 0.240868 0.30407 1.2452 0.595707 -0.606557
Sp_005600.bin 1.00052 0.000141073 -0.00317856 -0.00227356 11.4032 11.5685 11.2138 2.13611 -4.67221e-05 -5.82749e-06 -6.6829e-05 0.241997 0.241253 0.241359 0.3048 1.1433 0.35335 -0.893768
Sp_005650.bin 1.00052 0.000112121 -0.00318311 -0.00232307 11.408 11.5735 11.2187 2.14147 -2.76519e-05 -7.28518e-06 -5.55988e-05 0.24149 0.24097 0.241346 0.304214 0.963341 0.0915356 -1.11649
Sp_005700.bin 1.00052 9.71876e-05 -0.00319111 -0.00236141 11.4128 11.5787 11.2237 2.14494 -8.41476e-06 -1.23057e-05 -4.22887e-05 0.240841 0.240764 0.241429 0.303637 0.716963 -0.171493 -1.26057
Sp_005750.bin 1.00052 9.94438e-05 -0.00320171 -0.00239279 11.4177 11.5838 11.2287 2.14002 1.43761e-05 -1.49332e-05 -3.65916e-05 0.241258 0.239888 0.240147 0.303289 0.420061 -0.41978 -1.3164
Sp_005800.bin 1.00052 0.000120916 -0.00321537 -0.00242189 11.4227 11.589 11.2336 2.14306 3.72273e-05 -1.94755e-05 -3.82588e-05 0.241854 0.239696 0.239655 0.303149 0.0930638 -0.63733 -1.2793
